instance_seed,alpha,tuning_seed,achieved_H,params
1,1.0,5,17.03806867,"[0.26204729004570587, 1.2094843583022825]"
1,1.0,6,17.74681931,"[6.025091256951287, 1.6776173042934925]"
1,1.0,7,22.36533252,"[2.405859945127696, 0.6098692601107039]"
1,1.0,8,22.36949513,"[1.344904357141203, 2.5042635200517305]"
1,1.0,9,18.598106,"[3.391793666863929, 2.0327656463718076]"
1,1.0,10,18.61298995,"[2.8825683712242194, 2.0905508434892526]"
1,1.0,11,16.17091546,"[0.27010471924734764, 0.3856308179918984]"
1,1.0,12,16.1828974,"[0.28321354389981407, -0.43842959324444514]"
1,1.0,13,16.06897259,"[2.874204029967965, 0.02669065556303785]"
1,1.0,14,17.75523878,"[2.8876006125391287, 1.6776944673891192]"
1,1.0,15,22.24329897,"[3.8821315486602472, 0.21459994213570527]"
1,1.0,16,16.05669048,"[3.4131184826450753, -0.026455177556135377]"
1,1.0,17,20.05361226,"[1.8144087656752288, 1.2096307869589566]"
1,1.0,18,22.36426948,"[0.7363599859217294, -0.60984470540097]"
1,1.0,19,23.26601915,"[1.3517932171650104, 2.9176064194693376]"
1,1.0,20,22.31255076,"[2.3408193862276128, 0.19835196236618563]"
1,1.0,21,18.60622356,"[2.8853344835776644, 2.090676698188212]"
1,1.0,22,18.60130655,"[0.24841545432772813, 2.032736737662006]"
1,1.0,23,17.74473007,"[0.263003693250394, 1.6213942646731314]"
1,1.0,24,17.03629219,"[2.87283509975215, 1.2644521911744697]"
1,1.0,25,19.30156504,"[1.8214014088540669, -0.02645541193813623]"
1,1.0,26,19.72918715,"[1.8169030634205905, -0.8518505614691114]"
1,1.0,27,18.59694749,"[0.2542468977314616, 2.032831991372777]"
1,1.0,28,22.12544325,"[1.791719425087615, 2.444181591286312]"
1,1.0,29,19.30334268,"[1.3211006824320977, 0.026565977892014817]"
1,1.0,30,16.50199525,"[-0.2682247225139035, 0.8516144605842225]"
1,1.0,31,22.2427782,"[3.8824930007525777, 0.21452981567381463]"
1,1.0,32,18.60884361,"[2.8932743450468994, 2.090808844084968]"
1,1.0,33,16.50647554,"[2.8755474499285767, 0.8516925163910027]"
1,1.0,34,21.3259672,"[1.8010442469040295, 2.0327008194488]"
1,1.0,35,19.30738557,"[1.3097674798504526, 0.026018640754270468]"
1,1.0,36,17.03870881,"[2.8713223588250525, 1.2643005791431825]"
1,1.0,37,19.36831484,"[1.8236080075995977, 0.3858962724266746]"
1,1.0,38,22.3583549,"[3.9083746387527536, 0.6266233554274783]"
1,1.0,39,16.50729775,"[0.27700276118264955, 0.7980694794128486]"
1,1.0,40,21.3268757,"[1.8004834196282604, 2.0326473103306415]"
2,0.003,1,0.03386857,"[2.636870666937043, 5.74844195471122]"
2,0.003,2,0.03391615,"[2.635293884659346, 5.659109296376182]"
2,0.003,3,0.0340353,"[2.633157230055771, 5.561726048893169]"
2,0.003,4,0.03386904,"[2.6371349477058876, 5.746200695425598]"
2,0.003,5,0.03389759,"[2.636279061688327, 5.6830453160618655]"
2,0.003,6,0.03394193,"[2.634693914297454, 5.632276180078229]"
2,0.003,7,0.03391106,"[2.6344274621311565, 5.666544242671686]"
2,0.003,8,0.03390593,"[2.6335474933595804, 5.676068074667918]"
2,0.003,9,0.0338948,"[2.6351910348569714, 5.688134851555055]"
2,0.003,10,0.03387907,"[2.6369265490539595, 5.716128458502967]"
2,0.003,11,0.03393709,"[2.6339004488968625, 5.638076480057559]"
2,0.003,12,0.03391537,"[2.639698932288273, 5.668850098412535]"
2,0.003,13,0.03396897,"[2.6351318431262207, 5.608304440435214]"
2,0.003,14,0.03393012,"[2.635492824768244, 5.643632164873159]"
2,0.003,15,0.03389893,"[2.6358501511385466, 5.681150036775763]"
2,0.003,16,0.03395641,"[2.635708048695761, 5.618927922060713]"
2,0.003,17,0.03405641,"[2.6343139692798583, 5.548178094688288]"
2,0.003,18,0.03397452,"[2.638523917448483, 5.608717934043166]"
2,0.003,19,0.0339276,"[2.635959701550133, 5.6462920197414075]"
2,0.003,20,0.03401888,"[2.6347391635052193, 5.571777512637383]"
2,0.003,21,0.03392857,"[2.6363355501837535, 5.645479033307056]"
2,0.003,22,0.03387656,"[2.636052933732504, 5.72256880742043]"
2,0.003,23,0.03392781,"[2.635735074149624, 5.646023214606147]"
2,0.003,24,0.03390785,"[2.6349236579551945, 5.6698174366610035]"
2,0.003,25,0.03399319,"[2.628088793453619, 5.610212544421357]"
2,0.003,26,0.03398953,"[2.6307357979819255, 5.599765477644573]"
2,0.003,27,0.03402945,"[2.634978155734395, 5.564926981804002]"
2,0.003,28,0.03393481,"[2.6363594051050487, 5.639196336569895]"
2,0.003,29,0.03395153,"[-2.6354772059221068, -5.623145777543453]"
2,0.003,30,0.03387795,"[2.636806084824736, 5.718652762878132]"
2,0.003,31,0.03398453,"[0.5065175201787075, -5.596118274427161]"
2,0.003,32,0.03393733,"[2.6368280907891344, 5.637237238539729]"
2,0.003,33,0.0339758,"[2.6343240388084497, 5.60308604454209]"
2,0.003,34,0.03391284,"[2.6367403698748526, 5.663274512372343]"
2,0.003,35,0.03388555,"[2.6354392009779146, 5.703813442085879]"
2,0.003,36,0.03388712,"[2.635977549994801, 5.700100681935389]"
2,0.003,37,0.03392414,"[2.634912646515555, 5.650322028930124]"
2,0.003,38,0.03395869,"[2.6350680360943315, 5.6168993544988846]"
2,0.003,39,0.03393943,"[2.638817337604747, 5.639826208985657]"
2,0.003,40,0.03387159,"[2.6368568883982055, 5.736354209566436]"
2,0.006,1,0.14400674,"[2.790038730295974, 3.7330462825434725]"
2,0.006,2,0.14400284,"[2.789935683988732, 3.736863587945957]"
2,0.006,3,0.14404671,"[2.788882130216664, 3.7011672830755487]"
2,0.006,4,0.14399131,"[2.79006292533162, 3.7504220338923866]"
2,0.006,5,0.14415874,"[2.789112627348559, 3.6453261725245705]"
2,0.006,6,0.14408512,"[2.7885717431483443, 3.6784694053034137]"
2,0.006,7,0.14397485,"[2.791615466177123, 3.810799564589159]"
2,0.006,8,0.14408715,"[2.7900292073332698, 3.679233011077819]"
2,0.006,9,0.14397491,"[2.791418974682325, 3.8114855359262747]"
2,0.006,10,0.14403329,"[2.7881732290596837, 3.7113968188119126]"
2,0.006,11,0.14404104,"[2.7890203858425724, 3.704997088588953]"
2,0.006,12,0.14397473,"[2.7908329801235863, 3.7862155530546504]"
2,0.006,13,0.14397615,"[2.7907799746600226, 3.780158101236185]"
2,0.006,14,0.14406656,"[2.7879041593037854, 3.689223746350097]"
2,0.006,15,0.14408198,"[2.787759245348636, 3.680444283458288]"
2,0.006,16,0.14397506,"[2.7908320060761103, 3.7845712767595785]"
2,0.006,17,0.14406646,"[2.788738585223735, 3.6888931568821217]"
2,0.006,18,0.14406286,"[2.7891618054522724, 3.6912035285255205]"
2,0.006,19,0.1440135,"[2.7894786129018816, 3.726479282097283]"
2,0.006,20,0.14398703,"[2.7922897361056327, 3.8401299262564725]"
2,0.006,21,0.14400919,"[2.791928753122885, 3.866114258896036]"
2,0.006,22,0.14397752,"[2.790422953921198, 3.7758773404511317]"
2,0.006,23,0.14397701,"[2.791394164111688, 3.819363259334707]"
2,0.006,24,0.14407617,"[2.7875193011133033, 3.684036247214538]"
2,0.006,25,0.14397705,"[2.7902294227345297, 3.7778734382298116]"
2,0.006,26,0.1440869,"[2.7877007522409327, 3.6777900147256495]"
2,0.006,27,0.14398051,"[2.790335841727387, 3.7684095249120944]"
2,0.006,28,0.14397421,"[2.7909574382605578, 3.7894374120700065]"
2,0.006,29,0.14417773,"[2.789165821838786, 3.6379794352209833]"
2,0.006,30,0.14411216,"[2.789004326554781, 3.6653233939032637]"
2,0.006,31,0.14410236,"[2.788924912614283, 3.6699193549385227]"
2,0.006,32,0.14402403,"[2.789332704422224, 3.717583458380692]"
2,0.006,33,0.14408656,"[2.78396552863293, 3.6948403867946022]"
2,0.006,34,0.14397361,"[2.791134527991967, 3.7998766575957905]"
2,0.006,35,0.14397798,"[2.7914583772563617, 3.8222039568497372]"
2,0.006,36,0.14397414,"[2.7909770609421223, 3.7899413047486568]"
2,0.006,37,0.14402046,"[2.7863232594187375, 3.7336006284218066]"
2,0.006,38,0.14408853,"[2.787452609980885, 3.6771793146677796]"
2,0.006,39,0.14399089,"[2.790114698007668, 3.751002737380125]"
2,0.006,40,0.1439931,"[2.7898983102637485, 3.748072123083826]"
2,0.01,1,0.22915405,"[2.83429043929614, 2.547796514739288]"
2,0.01,2,0.2291439,"[2.8357125670381733, 2.5597965526726076]"
2,0.01,3,0.22915486,"[2.8350628887163962, 2.544113850099477]"
2,0.01,4,0.2291427,"[2.836100595238784, 2.5717114823857274]"
2,0.01,5,0.22916156,"[2.8350643677044363, 2.538244300614077]"
2,0.01,6,0.22914319,"[2.836264298307596, 2.5740808975880345]"
2,0.01,7,0.22914499,"[-0.30525526803829395, 2.5790447584478557]"
2,0.01,8,0.22916243,"[2.836284052997706, 2.5399909371901828]"
2,0.01,9,0.22914394,"[2.835804576088106, 2.5596812569208067]"
2,0.01,10,0.22918627,"[2.833869573003432, 2.523620096472169]"
2,0.01,11,0.22915081,"[2.8372213059799596, 2.5868728588926575]"
2,0.01,12,0.22914333,"[2.8362786400336626, 2.574610756827641]"
2,0.01,13,0.22914269,"[2.8361198764359434, 2.5716395527431515]"
2,0.01,14,0.22914305,"[2.8362249187240343, 2.57350994211553]"
2,0.01,15,0.22915023,"[2.8355823229434627, 2.54907562164022]"
2,0.01,16,0.22914371,"[2.8362935040962753, 2.5758500185343434]"
2,0.01,17,0.22917893,"[2.8347298871589746, 2.526897351064491]"
2,0.01,18,0.22914274,"[2.8361386958963957, 2.5719782678594454]"
2,0.01,19,0.22915113,"[0.30608064983988453, -2.5479785871609817]"
2,0.01,20,0.22921978,"[2.8356775414701834, 2.5102302303161133]"
2,0.01,21,0.22915799,"[2.8365060560624697, 2.5948333836071558]"
2,0.01,22,0.2291453,"[2.8355340843695527, 2.5565790322827837]"
2,0.01,23,0.22914643,"[2.8364980608225023, 2.581778436350023]"
2,0.01,24,0.22914351,"[2.8362942247812075, 2.575203454925571]"
2,0.01,25,0.22915983,"[-0.3068346041697282, 2.539891584372189]"
2,0.01,26,0.2291485,"[2.8353010278934323, 2.5513786259705995]"
2,0.01,27,0.2291434,"[2.8358371343018782, 2.5613163716635237]"
2,0.01,28,0.22914459,"[2.8357675365830732, 2.5580368254747063]"
2,0.01,29,0.22916149,"[2.834497173793848, 2.5389761004875746]"
2,0.01,30,0.22916131,"[0.3072778860237876, -2.539662673788374]"
2,0.01,31,0.22914335,"[2.8361940082606134, 2.5746543474176526]"
2,0.01,32,0.22919511,"[2.8372184579866744, 2.6177120243523957]"
2,0.01,33,0.22914571,"[2.8360014534636564, 2.5562393012389726]"
2,0.01,34,0.22914831,"[2.8370276550366804, 2.58381819616966]"
2,0.01,35,0.22916544,"[2.837040981818434, 2.6009460876497275]"
2,0.01,36,0.22914397,"[2.8362980403890528, 2.5766010539055992]"
2,0.01,37,0.22914575,"[2.835553409890925, 2.555648521784367]"
2,0.01,38,0.22914371,"[2.8357934022148834, 2.560317038546291]"
2,0.01,39,0.22914326,"[2.835840116612876, 2.56182463603072]"
2,0.01,40,0.22914351,"[2.8357824962959977, 2.5609624623810596]"
2,0.0209,1,0.40990869,"[2.8585358415226687, 1.3230193141873985]"
2,0.0209,2,0.40990837,"[2.8585834753603954, 1.3252852875430639]"
2,0.0209,3,0.40990835,"[2.8585690372880403, 1.3240449556949727]"
2,0.0209,4,0.4099083,"[2.858559012201815, 1.3247247993585975]"
2,0.0209,5,0.40990833,"[-0.28308296726573395, 1.3242776312015516]"
2,0.0209,6,0.40990873,"[2.858754379299451, 1.3262896676233111]"
2,0.0209,7,0.40990905,"[2.8584072731681953, 1.32236885802157]"
2,0.0209,8,0.40990832,"[2.8585388813934074, 1.3248616984601784]"
2,0.0209,9,0.40990836,"[2.8586477668867967, 1.32523951373587]"
2,0.0209,10,0.40990834,"[2.858656117159781, 1.3244777159252785]"
2,0.0209,11,0.40990841,"[2.8586421414982026, 1.3255094729732895]"
2,0.0209,12,0.40990832,"[2.8585873737706313, 1.3242399100847215]"
2,0.0209,13,0.40990846,"[2.8584944236417567, 1.3235953649334136]"
2,0.0209,14,0.40990837,"[2.858603985572492, 1.3253362980836123]"
2,0.0209,15,0.40990883,"[2.8586742992169456, 1.3265367244171373]"
2,0.0209,16,0.4099087,"[2.8587459894017173, 1.326229473215109]"
2,0.0209,17,0.40990855,"[2.858489611952007, 1.3233010379354357]"
2,0.0209,18,0.40990848,"[2.8584534613317, 1.323575679106731]"
2,0.0209,19,0.40990983,"[-0.28285523259787887, 1.3278686412213945]"
2,0.0209,20,0.40990843,"[2.8586885003771387, 1.3255134897018936]"
2,0.0209,21,0.40990868,"[2.8587399012991668, 1.326198733228155]"
2,0.0209,22,0.40990835,"[2.858660524342998, 1.325174763298767]"
2,0.0209,23,0.40990868,"[2.8584351629761717, 1.3230319668994959]"
2,0.0209,24,0.40990849,"[2.858578036078415, 1.323547812958367]"
2,0.0209,25,0.40990833,"[2.858628113242019, 1.325122346686697]"
2,0.0209,26,0.40990836,"[2.8585798480330697, 1.3252231534921877]"
2,0.0209,27,0.40990864,"[2.8586330985271986, 1.3261400189085468]"
2,0.0209,28,0.40990843,"[2.8586141664519924, 1.3255858363111226]"
2,0.0209,29,0.40990834,"[2.858560231912696, 1.3240929228553644]"
2,0.0209,30,0.40990832,"[0.28298948113003236, -1.324277865405225]"
2,0.0209,31,0.4099085,"[2.858544806590396, 1.3234610441642163]"
2,0.0209,32,0.40990831,"[2.8585348936249426, 1.3246221050730584]"
2,0.0209,33,0.40990834,"[2.8584878599542707, 1.3244316631962636]"
2,0.0209,34,0.40990843,"[2.858551282374979, 1.3254563044611152]"
2,0.0209,35,0.4099091,"[2.858678977791987, 1.3269640891379713]"
2,0.0209,36,0.40990863,"[2.8584367894020093, 1.3231564339411994]"
2,0.0209,37,0.40990831,"[2.8586273525044854, 1.3246461789793047]"
2,0.0209,38,0.40990846,"[2.8585951921066246, 1.3256512660107482]"
2,0.0209,39,0.40990831,"[2.8585819044464107, 1.324904010051152]"
2,0.0209,40,0.40990842,"[2.858549569121948, 1.3237195909061452]"
2,0.021,1,0.41147236,"[2.8584811384630457, 1.3170627574394722]"
2,0.021,2,0.41147211,"[2.8586620061835077, 1.317737792124615]"
2,0.021,3,0.41147212,"[2.858546028180647, 1.317646495987748]"
2,0.021,4,0.41147212,"[2.8587544211841664, 1.3196459484987337]"
2,0.021,5,0.41147199,"[2.8586450265429457, 1.318223063586851]"
2,0.021,6,0.41147198,"[2.8586974292544207, 1.3188807648879064]"
2,0.021,7,0.41147219,"[2.858644331913878, 1.3198027013119202]"
2,0.021,8,0.41147203,"[2.8586240247965184, 1.3180132787093184]"
2,0.021,9,0.41147201,"[2.8586659544625577, 1.318195139626912]"
2,0.021,10,0.41147218,"[2.858621073338985, 1.3174722925861775]"
2,0.021,11,0.41147303,"[2.858523969639997, 1.3159671914516369]"
2,0.021,12,0.41147203,"[2.858729916679179, 1.3192201257712894]"
2,0.021,13,0.41147199,"[2.858710046482325, 1.3189343241004685]"
2,0.021,14,0.41147217,"[2.8585227953765884, 1.3175207242909455]"
2,0.021,15,0.41147197,"[2.85868572311241, 1.318816545847635]"
2,0.021,16,0.41147199,"[2.858678399798947, 1.3183339001569823]"
2,0.021,17,0.4114721,"[2.858660418489294, 1.3177771986770799]"
2,0.021,18,0.41147199,"[2.8586704871377187, 1.3190785552382687]"
2,0.021,19,0.41147199,"[-0.28290186858243066, 1.3190697161410374]"
2,0.021,20,0.41147226,"[-2.8587163181420947, -1.3200659252191915]"
2,0.021,21,0.41147232,"[3.4245651835158197, -1.3171371816372022]"
2,0.021,22,0.41147234,"[2.858501762741249, 1.3170729986877696]"
2,0.021,23,0.41147222,"[2.858524974863, 1.317367958408093]"
2,0.021,24,0.41147244,"[2.858573577314114, 1.3168598197248946]"
2,0.021,25,0.41147206,"[2.8585745706760277, 1.3178775942483951]"
2,0.021,26,0.4114721,"[2.8586344103182237, 1.3195275976031335]"
2,0.021,27,0.41147324,"[2.8588093166620108, 1.3215806772155314]"
2,0.021,28,0.41147202,"[2.8586468321748457, 1.3192216934824639]"
2,0.021,29,0.41147225,"[2.858590659233948, 1.3172763651523938]"
2,0.021,30,0.41147234,"[0.28309472974869, -1.3170852146260825]"
2,0.021,31,0.4114721,"[2.8586465962556122, 1.3195359766439]"
2,0.021,32,0.41147197,"[2.8586431901102975, 1.3186542214667152]"
2,0.021,33,0.41147205,"[2.858522190580614, 1.3181260048026877]"
2,0.021,34,0.41147236,"[-0.28306007733568944, 1.3170223676772412]"
2,0.021,35,0.41147225,"[2.8586675620396735, 1.3199987006173561]"
2,0.021,36,0.41147204,"[2.858590551258506, 1.3179353906776246]"
2,0.021,37,0.41147227,"[2.8587432388634095, 1.32007987942333]"
2,0.021,38,0.41147206,"[2.858581853685181, 1.3178577485128742]"
2,0.021,39,0.41147223,"[2.858670906721077, 1.3199410699479712]"
2,0.021,40,0.41147226,"[2.858776020449174, 1.3200293761841664]"
2,0.03,1,0.5499302,"[2.862234848187159, 0.9352377805807774]"
2,0.03,2,0.54993032,"[2.862353275333801, 0.936110412283395]"
2,0.03,3,0.54993017,"[2.8622774687856007, 0.9354121080932597]"
2,0.03,4,0.54993022,"[2.8622543030562673, 0.9358661385223854]"
2,0.03,5,0.54993072,"[2.8624014273257035, 0.9366778911126555]"
2,0.03,6,0.54993021,"[2.862254830247206, 0.9358144745526136]"
2,0.03,7,0.68049834,"[1.8188046473519304, -0.9345063965701644]"
2,0.03,8,0.54993026,"[2.8622977169409443, 0.9360093893415156]"
2,0.03,9,0.54993019,"[2.862231318512287, 0.9352934277435928]"
2,0.03,10,0.54993021,"[2.8622005369090444, 0.9351997012696441]"
2,0.03,11,0.5499305,"[2.8622722583995763, 0.9363913686399857]"
2,0.03,12,0.54993027,"[2.862357110308823, 0.9359624243195196]"
2,0.03,13,0.54993027,"[2.862227914990487, 0.9349993773996872]"
2,0.03,14,0.54993017,"[2.86227658765098, 0.9355874620019421]"
2,0.03,15,0.54993023,"[2.862201573416225, 0.9351519928054819]"
2,0.03,16,0.54993019,"[2.8623005924352225, 0.9357432807404149]"
2,0.03,17,0.54993017,"[2.862267545908921, 0.9354107916641371]"
2,0.03,18,0.54993018,"[2.8622647830984866, 0.9353600313230459]"
2,0.03,19,0.54993018,"[0.27929762641232564, -0.9354205021823673]"
2,0.03,20,0.54993068,"[2.8624037964488784, 0.9366199021691151]"
2,0.03,21,0.54993016,"[2.8622774824126265, 0.9355128477063709]"
2,0.03,22,0.68049847,"[1.322832616037076, 0.9343207353731892]"
2,0.03,23,0.54993036,"[2.8621976341919573, 0.9348307948501053]"
2,0.03,24,0.54993018,"[2.862312011748984, 0.9356653599803446]"
2,0.03,25,0.54993039,"[2.8623930088433767, 0.9361913562812654]"
2,0.03,26,0.54993043,"[2.862347733745606, 0.9363314442714998]"
2,0.03,27,0.54993029,"[2.8622579429020925, 0.9360446710399224]"
2,0.03,28,0.54993025,"[2.8621484025307775, 0.9352633069771473]"
2,0.03,29,0.54993027,"[2.8622365974334696, 0.9359461461391496]"
2,0.03,30,0.54993024,"[0.2793167558678104, -0.9359345528146683]"
2,0.03,31,0.54993017,"[2.862239329399235, 0.9354341360863905]"
2,0.03,32,0.54993055,"[2.8622813339360813, 0.9364569954946059]"
2,0.03,33,0.54993026,"[2.862238036867506, 0.9359438633508049]"
2,0.03,34,0.68050037,"[1.3230848409079115, 0.9381285273306271]"
2,0.03,35,0.68049839,"[1.3226960729746076, 0.9344599088592932]"
2,0.03,36,0.54993027,"[2.8623110216147856, 0.9360207614243601]"
2,0.03,37,0.54993019,"[2.8622539559046296, 0.9352882467931198]"
2,0.03,38,0.54993022,"[2.8623047868156344, 0.9358892083161799]"
2,0.03,39,0.54993032,"[2.8622544916472688, 0.9360923624648676]"
2,0.03,40,0.54993026,"[2.8622405219932125, 0.9359470705784604]"
2,0.06,1,1.00030907,"[3.418298691507859, -0.47243973266618156]"
2,0.06,2,1.20101822,"[1.8236960895765715, -0.4724189792033188]"
2,0.06,3,1.2010182,"[1.3178823686476666, 0.4722105323576916]"
2,0.06,4,1.00030922,"[2.8648683576465497, 0.47228604480264885]"
2,0.06,5,1.00030913,"[0.2767122574038697, -0.4723527789866046]"
2,0.06,6,1.00030907,"[2.864875011569018, 0.4724998806394829]"
2,0.06,7,1.47783724,"[2.401264665243893, 3.4501894925197663]"
2,0.06,8,1.2010182,"[1.317916997142299, 0.47232910039393333]"
2,0.06,9,1.00030907,"[2.86494489651127, 0.4725750779190855]"
2,0.06,10,1.00030907,"[2.8648789862161075, 0.4725002438384389]"
2,0.06,11,1.00030906,"[2.8649012182671525, 0.47254726053500823]"
2,0.06,12,1.00030906,"[2.8649048897519673, 0.4724653649293201]"
2,0.06,13,1.00030909,"[2.8649107086899646, 0.472414499412365]"
2,0.06,14,1.47783724,"[2.401269024243197, 3.4502043029494267]"
2,0.06,15,1.00030905,"[0.27668210257181863, -0.47249835482670954]"
2,0.06,16,1.00030907,"[2.8648784595309875, 0.47251246690022336]"
2,0.06,17,1.00030907,"[2.8649361366071324, 0.4725850581474572]"
2,0.06,18,1.00030908,"[0.27670651424224696, -0.47243219057420965]"
2,0.06,19,1.00030924,"[0.2766658588653409, -0.47275169118788213]"
2,0.06,20,1.00030906,"[0.2766695998454561, -0.47257520226879646]"
2,0.06,21,1.20101821,"[1.3178876761759335, 0.4723946407606067]"
2,0.06,22,1.20101839,"[1.3179002710196075, 0.47257432640939584]"
2,0.06,23,1.20101821,"[1.3179060740456474, 0.4722286088835848]"
2,0.06,24,1.00030905,"[2.864903608027058, 0.4725080836251228]"
2,0.06,25,1.00030911,"[-0.2766319687948146, 0.4726364582095317]"
2,0.06,26,1.00030906,"[2.864897873977748, 0.4724741656287517]"
2,0.06,27,1.20101823,"[1.3178899878734336, 0.47242988327642316]"
2,0.06,28,1.00030906,"[2.864890316742467, 0.4725093223541235]"
2,0.06,29,1.20101821,"[1.3179255797853755, 0.4723299140346288]"
2,0.06,30,1.00030909,"[-0.2766622899876815, 0.4726195527309475]"
2,0.06,31,1.00030905,"[2.864904642803578, 0.47248179337020213]"
2,0.06,32,1.47783724,"[2.401233043696816, 3.450178733461879]"
2,0.06,33,1.00030923,"[2.86494621166281, 0.47275406658510455]"
2,0.06,34,1.47783724,"[2.4012540465922325, 3.4501777248265477]"
2,0.06,35,1.20101822,"[1.3178903525547518, 0.4721826977629371]"
2,0.06,36,1.20101842,"[1.3179598798996062, 0.47259701688135863]"
2,0.06,37,1.00030909,"[2.86486632927917, 0.4724284783994826]"
2,0.06,38,1.20101825,"[1.8236938126791378, -0.472452499802991]"
2,0.06,39,1.20101819,"[1.3178650636391376, 0.472320939644792]"
2,0.06,40,1.0003092,"[2.8649308650402125, 0.47272634678280395]"
2,0.1,1,1.595288,"[2.8654757407108953, 0.2841805286398875]"
2,0.1,2,2.25974211,"[2.3908496223106517, 2.1168392404193574]"
2,0.1,3,1.90805853,"[1.3168236782151017, 0.2839426031451936]"
2,0.1,4,1.59528799,"[3.4176640632711734, -0.28414207899291394]"
2,0.1,5,1.59528799,"[0.276099418204735, -0.28418031136713834]"
2,0.1,6,1.59528798,"[2.8654558881356653, 0.28414718692013924]"
2,0.1,7,2.27829938,"[3.89518752826535, 2.322367777818771]"
2,0.1,8,2.2597421,"[2.3908857207027827, 2.116811626460411]"
2,0.1,9,2.25974211,"[2.390816021997011, 2.116841937116484]"
2,0.1,10,1.59528811,"[2.865468781786266, 0.2842255826298259]"
2,0.1,11,1.59528798,"[2.8654707075432744, 0.2841619091517733]"
2,0.1,12,1.59528799,"[2.865522370483571, 0.28414564915003926]"
2,0.1,13,1.595288,"[2.8654658261555324, 0.28408283725071537]"
2,0.1,14,2.2597421,"[2.3908711694193863, 2.116820520337901]"
2,0.1,15,1.59528803,"[2.8655309148494834, 0.2841222324204822]"
2,0.1,16,1.59528797,"[2.8654653124351053, 0.28414232097373354]"
2,0.1,17,2.2597421,"[2.3908416606485217, 2.1168049031325675]"
2,0.1,18,1.9080588,"[1.3168858680605389, 0.2841059995528581]"
2,0.1,19,2.2597421,"[2.3908241244682817, 2.1168311406251097]"
2,0.1,20,1.90805858,"[1.316832771687513, 0.2838913107164693]"
2,0.1,21,1.90805854,"[1.3168057656982468, 0.28393090842037116]"
2,0.1,22,1.59528825,"[-0.27620393525855774, 0.28401800772253]"
2,0.1,23,1.90805855,"[1.3168594061305465, 0.2839859175872287]"
2,0.1,24,1.59528802,"[2.8655301576241152, 0.28413357428023805]"
2,0.1,25,1.90805854,"[1.316803793480768, 0.2839402675217734]"
2,0.1,26,1.59528796,"[2.865482600176587, 0.28413603746758487]"
2,0.1,27,2.2597421,"[2.3908704855685867, 2.1167807535804806]"
2,0.1,28,2.25974212,"[2.390805701433104, 2.116765664064405]"
2,0.1,29,1.90805855,"[1.3167961884397157, 0.28392347576466814]"
2,0.1,30,2.2597421,"[-0.7507227714335626, 2.1167970085016172]"
2,0.1,31,1.59528809,"[2.8654519577122, 0.2842079201752659]"
2,0.1,32,2.2597421,"[2.3908625502492598, 2.1167865469543607]"
2,0.1,33,2.2597421,"[2.3908397545763416, 2.1168288495124323]"
2,0.1,34,2.2597421,"[2.3908739782166566, 2.1167952046967833]"
2,0.1,35,1.90805856,"[1.316818944435705, 0.28399941446648386]"
2,0.1,36,2.25974211,"[2.390903017800895, 2.116789760038248]"
2,0.1,37,1.59528801,"[2.86544718008833, 0.2840817181779408]"
2,0.1,38,1.59528809,"[3.417712289627184, -0.28422282153125605]"
2,0.1,39,1.90805859,"[-1.8248091481942885, 0.28397022675048395]"
2,0.1,40,1.59528798,"[2.865454166897693, 0.2841212292924419]"
2,0.3,1,4.56078137,"[2.8655149233983743, 0.09471687618504258]"
2,0.3,2,5.61461679,"[1.8192077792015546, 1.3858859935897445]"
2,0.3,3,4.56077803,"[3.4172680678353116, -0.09489251192821503]"
2,0.3,4,4.56077655,"[2.865908061675403, 0.09483952760823501]"
2,0.3,5,4.56077643,"[0.2757186356813343, -0.0948629535202758]"
2,0.3,6,6.31252416,"[3.8982399190283523, 0.7715056514455066]"
2,0.3,7,4.80491568,"[3.408892895839934, 1.3851267205047912]"
2,0.3,8,5.72639354,"[1.3262458994110766, 1.5828859811434255]"
2,0.3,9,4.80491546,"[0.2672955412797521, 1.3851860615639202]"
2,0.3,10,5.43885162,"[3.3902186163612558, 2.860821433725805]"
2,0.3,11,4.56078253,"[2.866042357870569, 0.09492868392408024]"
2,0.3,12,6.30654157,"[2.3849174755544107, 0.7118656307623574]"
2,0.3,13,4.56078345,"[2.8660998006740663, 0.09481411051508741]"
2,0.3,14,4.80229275,"[2.8734670922392413, 1.5816634339624132]"
2,0.3,15,5.61461327,"[1.8189546121962477, 1.3858543263393877]"
2,0.3,16,4.56077548,"[2.865803852946651, 0.09480622312422321]"
2,0.3,17,5.61461338,"[1.8189907035775055, 1.3859145055660431]"
2,0.3,18,4.80229596,"[2.8733722438494835, 1.5816424404709544]"
2,0.3,19,6.10429126,"[1.8023077525641589, 2.861665230695771]"
2,0.3,20,4.56077642,"[0.2759401197149909, -0.09477716859438438]"
2,0.3,21,4.80493842,"[3.4095101003233035, 1.3852562075254558]"
2,0.3,22,5.43885322,"[0.24858836212566865, 2.860859969120136]"
2,0.3,23,4.80491579,"[3.408956411146351, 1.3852079487868247]"
2,0.3,24,4.80229834,"[2.873320001154558, 1.5816280283773272]"
2,0.3,25,5.61461516,"[1.322773491977095, -1.3858982754867877]"
2,0.3,26,6.30654207,"[2.3852103762654986, 0.7118436334372654]"
